Ren,REN,https://coinmarketcap.com/currencies/ren/,0.11
SKALE,SKL,https://coinmarketcap.com/currencies/skale-network/,0.03
MobileCoin,MOB,https://coinmarketcap.com/currencies/mobilecoin/,1.47
Smooth Love Potion,SLP,https://coinmarketcap.com/currencies/smooth-love-potion/,0.00
Nano,XNO,https://coinmarketcap.com/currencies/nano/,0.78
Lisk,LSK,https://coinmarketcap.com/currencies/lisk/,0.80
Kyber Network Crystal v2,KNC,https://coinmarketcap.com/currencies/kyber-network-crystal-v2/,0.63
Civic,CVC,https://coinmarketcap.com/currencies/civic/,0.10
ssv.network,SSV,https://coinmarketcap.com/currencies/ssv-network/,10.15
Pundi X (New),PUNDIX,https://coinmarketcap.com/currencies/pundix-new/,0.38
PlayDapp,PLA,https://coinmarketcap.com/currencies/playdapp/,0.20
Tribe,TRIBE,https://coinmarketcap.com/currencies/tribe/,0.20
MediBloc,MED,https://coinmarketcap.com/currencies/medibloc/,0.01
Request,REQ,https://coinmarketcap.com/currencies/request/,0.09
Synapse,SYN,https://coinmarketcap.com/currencies/synapse-2/,0.64
Vulcan Forged PYR,PYR,https://coinmarketcap.com/currencies/vulcan-forged-pyr/,3.24
API3,API3,https://coinmarketcap.com/currencies/api3/,1.55
Mdex,MDX,https://coinmarketcap.com/currencies/mdex/,0.09
iExec RLC,RLC,https://coinmarketcap.com/currencies/rlc/,1.07
WINkLink,WIN,https://coinmarketcap.com/currencies/wink/,0.00
Ocean Protocol,OCEAN,https://coinmarketcap.com/currencies/ocean-protocol/,0.14
DAO Maker,DAO,https://coinmarketcap.com/currencies/dao-maker/,0.93
Celer Network,CELR,https://coinmarketcap.com/currencies/celer-network/,0.01
Ontology Gas,ONG,https://coinmarketcap.com/currencies/ontology-gas/,0.26
Persistence,XPRT,https://coinmarketcap.com/currencies/persistence/,0.62
MX TOKEN,MX,https://coinmarketcap.com/currencies/mx-token/,0.82
Nervos Network,CKB,https://coinmarketcap.com/currencies/nervos-network/,0.00
COTI,COTI,https://coinmarketcap.com/currencies/coti/,0.07
MetisDAO,METIS,https://coinmarketcap.com/currencies/metisdao/,18.16
Syscoin,SYS,https://coinmarketcap.com/currencies/syscoin/,0.12
Aragon,ANT,https://coinmarketcap.com/currencies/aragon/,1.89
Keep Network,KEEP,https://coinmarketcap.com/currencies/keep-network/,0.09
MOBOX,MBOX,https://coinmarketcap.com/currencies/mobox/,0.47
Wrapped TRON,WTRX,https://coinmarketcap.com/currencies/wrapped-tron/,0.0537
HEX,HEX,https://coinmarketcap.com/currencies/hex/,0.02583
Lido Staked ETH,stETH,https://coinmarketcap.com/currencies/steth/,1185.30
Frax,FRAX,https://coinmarketcap.com/currencies/frax/,0.9935
Wrapped BNB,WBNB,https://coinmarketcap.com/currencies/wbnb/,302.86
Bitcoin BEP2,BTCB,https://coinmarketcap.com/currencies/bitcoin-bep2/,16463.85
BitTorrent,BTTOLD,https://coinmarketcap.com/currencies/bittorrent/,0.0006608
Huobi BTC,HBTC,https://coinmarketcap.com/currencies/huobi-btc/,16487.80
Tether Gold,XAUT,https://coinmarketcap.com/currencies/tether-gold/,1744.02
FTX Token,FTT,https://coinmarketcap.com/currencies/ftx-token/,1.30
GensoKishi Metaverse,MV,https://coinmarketcap.com/currencies/gensokishis-metaverse/,0.22
USDJ,USDJ,https://coinmarketcap.com/currencies/usdj/,1.04
NXM,NXM,https://coinmarketcap.com/currencies/nxm/,39.78
DeFiChain,DFI,https://coinmarketcap.com/currencies/defichain/,0.46
Safe,SAFE,https://coinmarketcap.com/currencies/safe/,9.20
Liquity USD,LUSD,https://coinmarketcap.com/currencies/liquity-usd/,1.04
Rocket Pool,RPL,https://coinmarketcap.com/currencies/rocket-pool/,17.26
Telcoin,TEL,https://coinmarketcap.com/currencies/telcoin/,0.00
Fruits,FRTS,https://coinmarketcap.com/currencies/fruits-eco/,0.01
LINK,LN,https://coinmarketcap.com/currencies/link/,24.19
Baby Doge Coin,BabyDoge,https://coinmarketcap.com/currencies/baby-doge-coin/,0.00
Veritaseum,VERI,https://coinmarketcap.com/currencies/veritaseum/,60.38
Kaspa,KAS,https://coinmarketcap.com/currencies/kaspa/,0.01
STASIS EURO,EURS,https://coinmarketcap.com/currencies/stasis-euro/,1.02
Bitgert,BRISE,https://coinmarketcap.com/currencies/bitrise-token/,0.00
ZEON,ZEON,https://coinmarketcap.com/currencies/zeon/,0.00
VVS Finance,VVS,https://coinmarketcap.com/currencies/vvs-finance/,0.00
Venus USDC,vUSDC,https://coinmarketcap.com/currencies/venus-usdc/,0.02
WEMIX,WEMIX,https://coinmarketcap.com/currencies/wemix/,0.42
USDX [Kava],USDX,https://coinmarketcap.com/currencies/usdx-kava/,0.89
HI,HI,https://coinmarketcap.com/currencies/hi-dollar/,0.03
Hashflow,HFT,https://coinmarketcap.com/currencies/hashflow/,0.58
DeXe,DEXE,https://coinmarketcap.com/currencies/dexe/,2.41
LUKSO,LYXe,https://coinmarketcap.com/currencies/lukso/,5.60
AVINOC,AVINOC,https://coinmarketcap.com/currencies/avinoc/,0.21
Ergo,ERG,https://coinmarketcap.com/currencies/ergo/,1.36
Decentralized Social,DESO,https://coinmarketcap.com/currencies/deso/,8.92
Anyswap,ANY,https://coinmarketcap.com/currencies/anyswap/,4.22
MXC,MXC,https://coinmarketcap.com/currencies/mxc/,0.03
Status,SNT,https://coinmarketcap.com/currencies/status/,0.02
Humanscape,HUM,https://coinmarketcap.com/currencies/humanscape/,0.09
Volt Inu V2,VOLT,https://coinmarketcap.com/currencies/volt-inu-v2/,0.00
CEEK VR,CEEK,https://coinmarketcap.com/currencies/ceek-vr/,0.09
Ardor,ARDR,https://coinmarketcap.com/currencies/ardor/,0.08
Frax Share,FXS,https://coinmarketcap.com/currencies/frax-share/,4.66
Bancor,BNT,https://coinmarketcap.com/currencies/bancor/,0.38
Centrifuge,CFG,https://coinmarketcap.com/currencies/centrifuge/,0.21
Chrono.tech,TIME,https://coinmarketcap.com/currencies/chrono-tech/,103.98
NEST Protocol,NEST,https://coinmarketcap.com/currencies/nest-protocol/,0.03
Orbs,ORBS,https://coinmarketcap.com/currencies/orbs/,0.03
Prom,PROM,https://coinmarketcap.com/currencies/prom/,4.39
